chr1	0	760000	30	30	gap
chr1	760000	1640000	30	11	
chr1	1640000	1760000	11	19	
chr1	1760000	1920000	19	16	boundary,domain
chr1	1920000	2680000	16	30	domain
chr1	2680000	2760000	30	30	gap
chr1	2760000	3440000	30	14	domain
chr1	3440000	3920000	14	15	domain
chr1	3920000	5480000	15	20	domain
chr1	5480000	5960000	20	30	boundary,domain
chr1	5960000	6440000	30	21	boundary,domain
chr1	6440000	6520000	21	12	
chr1	6520000	6680000	12	26	boundary,domain
chr1	6680000	6920000	26	13	boundary,domain
chr1	6920000	7760000	13	25	
chr1	7760000	7960000	25	30	boundary,domain
chr1	7960000	8360000	30	30	boundary,domain
chr1	8360000	8880000	30	30	boundary,domain
chr1	8880000	9240000	30	30	boundary,domain
chr1	9240000	9560000	30	30	boundary,domain
chr1	9560000	9720000	30	24	
chr1	9720000	9880000	24	29	boundary,domain
chr1	9880000	10480000	29	30	
chr1	10480000	11000000	30	30	boundary,domain
chr1	11000000	11800000	30	23	
chr1	11800000	11920000	23	4	
chr1	11920000	12240000	4	14	
chr1	12240000	12920000	14	30	domain
chr1	12920000	13200000	30	30	gap
chr1	13200000	15120000	30	30	domain
chr1	15120000	15320000	30	28	
chr1	15320000	15520000	28	30	boundary,domain
chr1	15520000	15760000	30	30	boundary,domain
chr1	15760000	16040000	30	25	domain
chr1	16040000	16520000	25	28	
chr1	16520000	16800000	28	30	domain
chr1	16800000	16840000	30	30	gap
chr1	16840000	16920000	30	26	
chr1	16920000	17400000	26	30	boundary,domain
chr1	17400000	17640000	30	30	boundary,domain
chr1	17640000	18560000	30	28	domain
chr1	18560000	18880000	28	30	
chr1	18880000	19840000	30	30	
chr1	19840000	20520000	30	28	boundary,domain
chr1	20520000	20640000	28	30	
chr1	20640000	21200000	30	22	domain
chr1	21200000	21400000	22	12	boundary,domain
chr1	21400000	22080000	12	30	
chr1	22080000	22680000	30	19	domain
chr1	22680000	22960000	19	30	boundary,domain
chr1	22960000	23280000	30	30	boundary,domain
chr1	23280000	23480000	30	30	boundary,domain
chr1	23480000	23680000	30	29	boundary,domain
chr1	23680000	23760000	29	30	boundary,domain
chr1	23760000	23960000	30	19	boundary,domain
chr1	23960000	24040000	19	30	boundary,domain
chr1	24040000	24640000	30	30	
chr1	24640000	24840000	30	21	boundary,domain
chr1	24840000	25240000	21	30	domain
chr1	25240000	25840000	30	30	boundary,domain
chr1	25840000	26040000	30	30	boundary,domain
chr1	26040000	26240000	30	24	
chr1	26240000	26480000	24	30	boundary,domain
chr1	26480000	26920000	30	30	boundary,domain
