chr1	0	760000	30	30	gap
chr1	760000	1920000	30	26	
chr1	1920000	2080000	26	27	
chr1	2080000	2160000	27	12	boundary,domain
chr1	2160000	2400000	12	30	boundary,domain
chr1	2400000	2640000	30	30	boundary,domain
chr1	2640000	2760000	30	25	
chr1	2760000	3440000	25	28	domain
chr1	3440000	3920000	28	30	boundary,domain
chr1	3920000	6000000	30	30	
chr1	6000000	6200000	30	24	boundary,domain
chr1	6200000	6680000	24	30	boundary,domain
chr1	6680000	7680000	30	30	domain
chr1	7680000	7960000	30	30	
chr1	7960000	8360000	30	30	boundary,domain
chr1	8360000	8880000	30	30	boundary,domain
chr1	8880000	9080000	30	24	
chr1	9080000	9240000	24	27	
chr1	9240000	9600000	27	30	boundary,domain
chr1	9600000	9880000	30	25	boundary,domain
chr1	9880000	10480000	25	30	domain
chr1	10480000	11000000	30	30	boundary,domain
chr1	11000000	12040000	30	24	boundary,domain
chr1	12040000	12960000	24	30	
chr1	12960000	13200000	30	30	gap
chr1	13200000	15120000	30	30	domain
chr1	15120000	15320000	30	26	
chr1	15320000	15520000	26	30	
chr1	15520000	15760000	30	30	boundary,domain
chr1	15760000	16000000	30	24	boundary,domain
chr1	16000000	16080000	24	20	
chr1	16080000	16480000	20	29	
chr1	16480000	16800000	29	30	domain
chr1	16800000	16840000	30	30	gap
chr1	16840000	16920000	30	26	boundary,domain
chr1	16920000	17040000	26	30	boundary,domain
chr1	17040000	17400000	30	30	boundary,domain
chr1	17400000	18600000	30	25	
chr1	18600000	18880000	25	30	boundary,domain
chr1	18880000	19080000	30	30	boundary,domain
chr1	19080000	19280000	30	30	boundary,domain
chr1	19280000	19720000	30	30	domain
chr1	19720000	20200000	30	11	
chr1	20200000	20520000	11	30	boundary,domain
chr1	20520000	20640000	30	30	
chr1	20640000	21200000	30	30	domain
chr1	21200000	21400000	30	24	boundary,domain
chr1	21400000	21640000	24	30	boundary,domain
chr1	21640000	22080000	30	30	
chr1	22080000	22440000	30	9	domain
chr1	22440000	22680000	9	29	boundary,domain
chr1	22680000	22960000	29	30	boundary,domain
chr1	22960000	23280000	30	30	boundary,domain
chr1	23280000	23520000	30	30	boundary,domain
chr1	23520000	23760000	30	30	boundary,domain
chr1	23760000	24640000	30	30	boundary,domain
chr1	24640000	24840000	30	30	boundary,domain
chr1	24840000	25240000	30	30	boundary,domain
chr1	25240000	25840000	30	30	boundary,domain
chr1	25840000	26040000	30	29	boundary,domain
chr1	26040000	26480000	29	30	boundary,domain
chr1	26480000	26920000	30	30	boundary,domain
chr1	26920000	27280000	30	21	boundary,domain
chr1	27280000	27720000	21	30	boundary,domain
chr1	27720000	27840000	30	16	
chr1	27840000	28000000	16	13	boundary,domain
chr1	28000000	28240000	13	30	boundary,domain
chr1	28240000	28640000	30	26	
chr1	28640000	28760000	26	24	
chr1	28760000	28880000	24	26	boundary,domain
chr1	28880000	29200000	26	30	
chr1	29200000	30720000	30	30	domain
chr1	30720000	30960000	30	30	boundary,domain
chr1	30960000	31160000	30	29	boundary,domain
chr1	31160000	31640000	29	30	boundary,domain
chr1	31640000	31800000	30	24	boundary,domain
chr1	31800000	32080000	24	26	boundary,domain
chr1	32080000	32880000	26	30	boundary,domain
chr1	32880000	33120000	30	30	boundary,domain
chr1	33120000	33480000	30	26	boundary,domain
chr1	33480000	34800000	26	30	domain
chr1	34800000	35160000	30	16	
chr1	35160000	36080000	16	30	
chr1	36080000	36440000	30	30	boundary,domain
chr1	36440000	37480000	30	30	domain
chr1	37480000	37800000	30	27	boundary,domain
chr1	37800000	38000000	27	30	
chr1	38000000	38840000	30	30	domain
chr1	38840000	39320000	30	8	
chr1	39320000	39560000	8	26	
chr1	39560000	39800000	26	30	boundary,domain
chr1	39800000	40040000	30	30	boundary,domain
chr1	40040000	40560000	30	28	
chr1	40560000	41000000	28	30	boundary,domain
chr1	41000000	41520000	30	30	boundary,domain
chr1	41520000	42160000	30	24	domain
chr1	42160000	42480000	24	3	
chr1	42480000	42760000	3	30	boundary,domain
chr1	42760000	43160000	30	30	boundary,domain
chr1	43160000	43480000	30	25	boundary,domain
chr1	43480000	43720000	25	14	boundary,domain
chr1	43720000	44080000	14	30	boundary,domain
chr1	44080000	44720000	30	30	boundary,domain
chr1	44720000	46000000	30	22	domain
chr1	46000000	46360000	22	30	boundary,domain
chr1	46360000	46560000	30	18	
chr1	46560000	46720000	18	30	
chr1	46720000	47320000	30	23	
chr1	47320000	48280000	23	7	domain
chr1	48280000	50360000	7	30	domain
chr1	50360000	51320000	30	30	boundary,domain
chr1	51320000	51760000	30	30	boundary,domain
chr1	51760000	52040000	30	30	
chr1	52040000	52360000	30	30	boundary,domain
chr1	52360000	52720000	30	30	domain
chr1	52720000	53240000	30	30	boundary,domain
chr1	53240000	53440000	30	30	
chr1	53440000	53840000	30	30	boundary,domain
chr1	53840000	55040000	30	30	boundary,domain
chr1	55040000	55320000	30	25	boundary,domain
chr1	55320000	56800000	25	30	
chr1	56800000	58480000	30	29	
chr1	58480000	58680000	29	29	
chr1	58680000	59960000	29	30	
chr1	59960000	62120000	30	30	
chr1	62120000	62440000	30	30	boundary,domain
chr1	62440000	62800000	30	30	boundary,domain
chr1	62800000	63560000	30	30	domain
chr1	63560000	65240000	30	9	
chr1	65240000	65720000	9	28	domain
chr1	65720000	66240000	28	16	
chr1	66240000	66480000	16	24	boundary,domain
chr1	66480000	66760000	24	30	boundary,domain
chr1	66760000	66960000	30	23	boundary,domain
chr1	66960000	67200000	23	30	
chr1	67200000	67520000	30	30	boundary,domain
chr1	67520000	67760000	30	28	boundary,domain
chr1	67760000	68120000	28	17	boundary,domain
chr1	68120000	68480000	17	30	boundary,domain
chr1	68480000	69760000	30	23	domain
chr1	69760000	70000000	23	16	
chr1	70000000	70120000	16	19	
chr1	70120000	71080000	19	28	domain
chr1	71080000	72320000	28	30	domain
chr1	72320000	72360000	30	30	gap
chr1	72360000	74720000	30	30	domain
chr1	74720000	75920000	30	30	
chr1	75920000	77120000	30	25	
chr1	77120000	78120000	25	30	domain
chr1	78120000	78720000	30	29	boundary,domain
chr1	78720000	80200000	29	30	domain
chr1	80200000	83880000	30	30	domain
chr1	83880000	84960000	30	30	
chr1	84960000	85280000	30	30	boundary,domain
chr1	85280000	86360000	30	30	
chr1	86360000	86760000	30	22	boundary,domain
chr1	86760000	87120000	22	30	boundary,domain
chr1	87120000	88640000	30	26	
chr1	88640000	88920000	26	30	
chr1	88920000	89800000	30	13	domain
chr1	89800000	90040000	13	30	boundary,domain
chr1	90040000	91280000	30	27	
chr1	91280000	92840000	27	30	boundary,domain
chr1	92840000	93040000	30	29	
chr1	93040000	93920000	29	30	domain
chr1	93920000	94480000	30	30	domain
chr1	94480000	94840000	30	30	boundary,domain
chr1	94840000	95080000	30	30	boundary,domain
chr1	95080000	95240000	30	30	boundary,domain
chr1	95240000	96920000	30	29	domain
chr1	96920000	98520000	29	27	domain
chr1	98520000	99760000	27	30	
chr1	99760000	100920000	30	30	
chr1	100920000	101320000	30	20	boundary,domain
chr1	101320000	103600000	20	30	
chr1	103600000	103760000	30	30	gap
chr1	103760000	108240000	30	30	domain
chr1	108240000	108480000	30	30	gap
chr1	108480000	109560000	30	24	
chr1	109560000	109760000	24	20	boundary,domain
chr1	109760000	110040000	20	30	boundary,domain
chr1	110040000	110520000	30	30	boundary,domain
chr1	110520000	110800000	30	27	boundary,domain
chr1	110800000	112360000	27	30	
chr1	112360000	112720000	30	30	boundary,domain
chr1	112720000	113760000	30	25	
chr1	113760000	113960000	25	30	boundary,domain
chr1	113960000	114760000	30	27	domain
chr1	114760000	115120000	27	30	boundary,domain
chr1	115120000	115600000	30	30	domain
chr1	115600000	115800000	30	21	boundary,domain
chr1	115800000	116080000	21	30	boundary,domain
chr1	116080000	116560000	30	30	boundary,domain
chr1	116560000	117080000	30	30	domain
chr1	117080000	117480000	30	24	boundary,domain
chr1	117480000	117960000	24	30	boundary,domain
chr1	117960000	120040000	30	30	domain
chr1	120040000	120360000	30	30	gap
chr1	120360000	120560000	30	30	domain
chr1	120560000	120800000	30	30	gap
chr1	120800000	121240000	30	30	domain
chr1	121240000	121400000	30	30	gap
chr1	121400000	121600000	30	30	domain
chr1	121600000	125040000	30	30	gap
chr1	125040000	125200000	30	30	domain
chr1	125200000	143520000	30	30	gap
chr1	143520000	143760000	30	30	domain
chr1	143760000	144400000	30	30	gap
chr1	144400000	144560000	30	30	domain
chr1	144560000	145400000	30	30	gap
chr1	145400000	146080000	30	30	domain
chr1	146080000	146520000	30	30	gap
chr1	146520000	148200000	30	30	domain
chr1	148200000	148240000	30	30	gap
chr1	148240000	148440000	30	30	domain
chr1	148440000	148920000	30	30	gap
chr1	148920000	149120000	30	30	domain
chr1	149120000	149760000	30	30	gap
chr1	149760000	151200000	30	27	boundary,domain
chr1	151200000	151280000	27	15	boundary,domain
chr1	151280000	152040000	15	30	
chr1	152040000	152480000	30	30	boundary,domain
chr1	152480000	153320000	30	30	domain
chr1	153320000	153480000	30	30	boundary,domain
chr1	153480000	153640000	30	23	boundary,domain
chr1	153640000	154000000	23	30	boundary,domain
chr1	154000000	154160000	30	21	boundary,domain
chr1	154160000	154360000	21	30	boundary,domain
chr1	154360000	155200000	30	28	boundary,domain
chr1	155200000	155720000	28	29	boundary,domain
chr1	155720000	155920000	29	30	
chr1	155920000	156080000	30	30	boundary,domain
chr1	156080000	156360000	30	30	boundary,domain
chr1	156360000	156600000	30	29	boundary,domain
chr1	156600000	156960000	29	11	
chr1	156960000	157160000	11	30	
chr1	157160000	157560000	30	24	boundary,domain
chr1	157560000	158160000	24	26	domain
chr1	158160000	159120000	26	30	domain
chr1	159120000	159320000	30	10	boundary,domain
chr1	159320000	159760000	10	30	boundary,domain
chr1	159760000	160040000	30	30	
chr1	160040000	160400000	30	30	boundary,domain
chr1	160400000	160640000	30	29	boundary,domain
chr1	160640000	161160000	29	30	boundary,domain
chr1	161160000	161440000	30	30	boundary,domain
chr1	161440000	161760000	30	30	boundary,domain
chr1	161760000	162560000	30	29	
chr1	162560000	162840000	29	30	boundary,domain
chr1	162840000	163320000	30	30	boundary,domain
chr1	163320000	165120000	30	30	domain
chr1	165120000	165600000	30	17	boundary,domain
chr1	165600000	166880000	17	30	domain
chr1	166880000	167040000	30	26	
chr1	167040000	167200000	26	10	
chr1	167200000	167720000	10	30	
chr1	167720000	168200000	30	28	boundary,domain
chr1	168200000	169560000	28	18	
chr1	169560000	169840000	18	30	
