chr1	0	760000	30	30	gap
chr1	760000	1080000	30	1	domain
chr1	1080000	1280000	1	4	domain
chr1	1280000	1360000	4	9	boundary,domain
chr1	1360000	1520000	9	7	boundary,domain
chr1	1520000	1640000	7	11	boundary,domain
chr1	1640000	1760000	11	19	boundary,domain
chr1	1760000	1920000	19	26	boundary,domain
chr1	1920000	2160000	26	12	boundary,domain
chr1	2160000	2400000	12	30	boundary,domain
chr1	2400000	2640000	30	30	boundary,domain
chr1	2640000	3000000	30	2	
chr1	3000000	3440000	2	28	domain
chr1	3440000	3920000	28	30	boundary,domain
chr1	3920000	4640000	30	2	domain
chr1	4640000	5520000	2	3	domain
chr1	5520000	6000000	3	30	
chr1	6000000	6200000	30	24	boundary,domain
chr1	6200000	6480000	24	4	
chr1	6480000	6680000	4	30	
chr1	6680000	6960000	30	3	domain
chr1	6960000	7680000	3	30	domain
chr1	7680000	7960000	30	30	
chr1	7960000	8360000	30	30	boundary,domain
chr1	8360000	8720000	30	1	
chr1	8720000	8880000	1	30	
chr1	8880000	9240000	30	27	boundary,domain
chr1	9240000	9480000	27	1	
chr1	9480000	9600000	1	30	
chr1	9600000	9880000	30	25	boundary,domain
chr1	9880000	10360000	25	1	domain
chr1	10360000	10480000	1	30	domain
chr1	10480000	10680000	30	1	
chr1	10680000	11000000	1	30	
chr1	11000000	11240000	30	9	
chr1	11240000	11640000	9	5	domain
chr1	11640000	11800000	5	7	
chr1	11800000	12040000	7	24	boundary,domain
chr1	12040000	12240000	24	19	boundary,domain
chr1	12240000	12680000	19	7	domain
chr1	12680000	12960000	7	30	
chr1	12960000	13200000	30	30	gap
chr1	13200000	13440000	30	3	domain
chr1	13440000	13840000	3	9	domain
chr1	13840000	14000000	9	16	boundary,domain
chr1	14000000	14600000	16	2	domain
chr1	14600000	15120000	2	30	domain
chr1	15120000	15320000	30	26	
chr1	15320000	15520000	26	30	
chr1	15520000	15760000	30	30	boundary,domain
chr1	15760000	16000000	30	24	boundary,domain
chr1	16000000	16240000	24	1	
chr1	16240000	16360000	1	2	domain
chr1	16360000	16800000	2	30	
chr1	16800000	16840000	30	30	gap
chr1	16840000	17040000	30	30	boundary,domain
chr1	17040000	17400000	30	30	boundary,domain
chr1	17400000	17600000	30	20	
chr1	17600000	17920000	20	1	domain
chr1	17920000	18240000	1	6	domain
chr1	18240000	18600000	6	25	domain
chr1	18600000	18880000	25	30	boundary,domain
chr1	18880000	19080000	30	30	boundary,domain
chr1	19080000	19280000	30	30	boundary,domain
chr1	19280000	19720000	30	30	domain
chr1	19720000	19880000	30	18	boundary,domain
chr1	19880000	20200000	18	11	domain
chr1	20200000	20520000	11	30	boundary,domain
chr1	20520000	20640000	30	30	
chr1	20640000	20920000	30	4	domain
chr1	20920000	21200000	4	30	domain
chr1	21200000	21400000	30	24	boundary,domain
chr1	21400000	21640000	24	30	boundary,domain
chr1	21640000	22000000	30	1	
chr1	22000000	22080000	1	30	
chr1	22080000	22440000	30	9	domain
chr1	22440000	22680000	9	29	boundary,domain
chr1	22680000	22960000	29	30	boundary,domain
chr1	22960000	23280000	30	30	boundary,domain
chr1	23280000	23520000	30	30	boundary,domain
chr1	23520000	23760000	30	30	boundary,domain
chr1	23760000	23960000	30	7	boundary,domain
chr1	23960000	24160000	7	5	boundary,domain
chr1	24160000	24400000	5	22	
chr1	24400000	24640000	22	30	boundary,domain
chr1	24640000	24840000	30	30	boundary,domain
chr1	24840000	25240000	30	30	boundary,domain
chr1	25240000	25840000	30	30	boundary,domain
chr1	25840000	26040000	30	29	boundary,domain
chr1	26040000	26240000	29	7	boundary,domain
chr1	26240000	26480000	7	30	boundary,domain
chr1	26480000	26800000	30	2	
chr1	26800000	26920000	2	30	boundary,domain
chr1	26920000	27120000	30	1	
chr1	27120000	27280000	1	21	
chr1	27280000	27720000	21	30	boundary,domain
chr1	27720000	28000000	30	13	boundary,domain
chr1	28000000	28240000	13	30	boundary,domain
chr1	28240000	28320000	30	4	
chr1	28320000	28640000	4	26	domain
chr1	28640000	28880000	26	26	boundary,domain
chr1	28880000	29040000	26	1	
chr1	29040000	29200000	1	30	
chr1	29200000	29720000	30	1	domain
chr1	29720000	30080000	1	5	domain
chr1	30080000	30280000	5	1	domain
chr1	30280000	30400000	1	6	domain
chr1	30400000	30720000	6	30	domain
chr1	30720000	30960000	30	30	boundary,domain
chr1	30960000	31160000	30	29	boundary,domain
chr1	31160000	31360000	29	15	boundary,domain
chr1	31360000	31640000	15	30	boundary,domain
chr1	31640000	31800000	30	24	boundary,domain
chr1	31800000	32080000	24	26	boundary,domain
chr1	32080000	32400000	26	20	boundary,domain
chr1	32400000	32880000	20	30	boundary,domain
chr1	32880000	33120000	30	30	boundary,domain
chr1	33120000	33280000	30	1	
chr1	33280000	33480000	1	26	
chr1	33480000	33640000	26	12	
chr1	33640000	34800000	12	30	domain
chr1	34800000	35160000	30	16	
chr1	35160000	35440000	16	11	domain
chr1	35440000	35560000	11	20	boundary,domain
chr1	35560000	35800000	20	29	boundary,domain
chr1	35800000	36080000	29	30	boundary,domain
chr1	36080000	36440000	30	30	boundary,domain
chr1	36440000	37480000	30	30	domain
