48.1222	chr12	124440000	124450000	-	chr16	28020000	28260000	+	10kb
153.963	chr12	110990000	111170000	-	chr22	43140000	43190000	-	10kb
94.8416	chr16	13760000	13800000	+	chr22	42890000	42980000	+	10kb
2899.69	chr12	114600000	116900000	-	chr16	22800000	23600000	-	100kb
874.391	chr12	113300000	114700000	+	chr16	15100000	18000000	+	100kb
763.13	chr12	111200000	111800000	-	chr16	14000000	15100000	-	100kb
72.1447	chr6	5400000	5500000	-	chr6	10450000	10490000	+	10kb
63.4066	chr11	54500000	55300000	+	chr11	87400000	88000000	-	100kb
156.403	chr1	125100000	143700000	+	chr1	157300000	159900000	-	100kb
124.396	chr1	125100000	143700000	+	chr1	152100000	153500000	+	100kb
38.6518	chr1	152600000	153000000	+	chr1	157800000	158600000	-	100kb
30.296	chrX	20500000	21000000	-	chrX	22000000	23000000	-	100kb
157.603	chrY	13500000	15300000	+	chrY	15900000	17400000	-	100kb
33.4298	chr7	54700000	61100000	+	chr7	62300000	62400000	-	100kb
