224.481	chr17	41980000	42190000	-	chr19	50770000	50880000	+	10kb
218.557	chr17	41910000	41980000	+	chr19	50880000	51130000	-	10kb
34.8502	chr12	58200000	58220000	+	chr16	23720000	23790000	+	10kb
50.3766	chr15	44570000	44630000	-	chr7	128580000	128650000	+	10kb
268.964	chr12	6680000	6780000	+	chr2	11230000	11500000	+	10kb
181.597	chr12	6780000	6840000	-	chr2	11070000	11220000	+	10kb
94.1121	chr12	6780000	6860000	-	chr2	10800000	10900000	-	10kb
57.7806	chr3	179000000	181000000	+	chr15	28000000	31000000	-	1Mb
89.1607	chr16	15000000	18000000	+	chr13	84000000	90000000	+	1Mb
322.447	chr21	38400000	38500000	+	chr21	41500000	41620000	-	10kb
33.5255	chrY	15280000	15340000	+	chrY	16580000	16730000	-	10kb
45.7751	chr13	39100000	39200000	-	chr13	84800000	85800000	-	100kb
76.1985	chr1	125100000	143700000	+	chr1	157500000	159500000	-	100kb
69.8616	chr1	125100000	143700000	+	chr1	152500000	153300000	-	100kb
85.5346	chr8	60800000	61100000	+	chr8	113100000	113600000	-	100kb
40.9442	chr8	61600000	61800000	-	chr8	112800000	113100000	-	100kb
45.3449	chr7	104400000	104600000	-	chr7	128300000	128700000	+	100kb
40.0441	chr7	56100000	58100000	+	chr7	60900000	62400000	+	100kb
39.7021	chr7	123700000	123900000	-	chr7	128600000	129000000	-	100kb
